0.611,0.061,57.33,42.68
0.611,0.071,56.77,43.23
0.611,0.081,55.87,44.13
0.611,0.091,55.60,44.41
0.611,0.101,55.01,44.99
0.611,0.111,54.09,45.92
0.611,0.121,53.82,46.18
0.611,0.131,53.38,46.63
0.611,0.141,52.18,47.82
0.611,0.151,51.94,48.06
0.611,0.161,51.35,48.65
0.611,0.171,50.75,49.25
0.611,0.181,50.03,49.97
0.621,0.001,62.16,37.84
0.621,0.011,61.33,38.67
0.621,0.021,60.81,39.19
0.621,0.031,60.37,39.63
0.621,0.041,59.41,40.59
0.621,0.051,58.89,41.11
0.621,0.061,58.17,41.83
0.621,0.071,57.66,42.35
0.621,0.081,57.03,42.97
0.621,0.091,56.09,43.92
0.621,0.101,55.95,44.05
0.621,0.111,55.09,44.91
0.621,0.121,54.80,45.20
0.621,0.131,54.04,45.96
0.621,0.141,53.41,46.59
0.621,0.151,52.77,47.23
0.621,0.161,52.13,47.88
0.621,0.171,51.44,48.56
0.621,0.181,51.01,48.99
0.621,0.191,50.23,49.77
0.631,0.001,63.15,36.85
0.631,0.011,62.67,37.34
0.631,0.021,61.82,38.18
0.631,0.031,60.99,39.01
0.631,0.041,60.28,39.72
0.631,0.051,60.11,39.89
0.631,0.061,59.20,40.80
0.631,0.071,58.48,41.53
0.631,0.081,57.98,42.03
0.631,0.091,57.18,42.82
0.631,0.101,56.62,43.38
0.631,0.111,56.07,43.93
0.631,0.121,55.68,44.32
0.631,0.131,54.70,45.30
0.631,0.141,54.29,45.71
0.631,0.151,53.64,46.36
0.631,0.161,53.12,46.89
0.631,0.171,52.46,47.54
0.631,0.181,51.75,48.25
0.631,0.191,51.05,48.95
0.631,0.201,50.29,49.71
0.641,0.001,63.79,36.21
0.641,0.011,63.36,36.64
0.641,0.021,62.90,37.10
0.641,0.031,62.37,37.63
0.641,0.041,61.47,38.54
0.641,0.051,60.95,39.05
0.641,0.061,60.20,39.80
0.641,0.071,59.31,40.69
0.641,0.081,58.74,41.26
0.641,0.091,58.27,41.73
0.641,0.101,57.69,42.31
0.641,0.111,56.98,43.02
0.641,0.121,56.20,43.80
0.641,0.131,55.70,44.30
0.641,0.141,55.19,44.81
0.641,0.151,54.33,45.67
0.641,0.161,54.03,45.97
0.641,0.171,53.26,46.74
0.641,0.181,52.52,47.48
0.641,0.191,51.66,48.34
0.641,0.201,51.32,48.68
0.641,0.211,50.40,49.60
0.641,0.221,50.05,49.95
0.651,0.001,65.00,35.00
0.651,0.011,64.54,35.46
0.651,0.021,63.54,36.46
0.651,0.031,62.96,37.04
0.651,0.041,62.55,37.45
0.651,0.051,61.70,38.31
0.651,0.061,61.26,38.74
0.651,0.071,60.12,39.88
0.651,0.081,59.89,40.12
0.651,0.091,59.15,40.85
0.651,0.101,58.69,41.31
0.651,0.111,57.90,42.10
0.651,0.121,57.19,42.81
0.651,0.131,56.31,43.69
0.651,0.141,55.74,44.26
0.651,0.151,55.21,44.79
0.651,0.161,54.60,45.40
0.651,0.171,53.82,46.18
0.651,0.181,53.48,46.52
0.651,0.191,52.64,47.36
0.651,0.201,51.89,48.11
0.651,0.211,51.52,48.48
0.651,0.221,50.82,49.18
0.661,0.001,65.92,34.08
0.661,0.011,65.54,34.46
0.661,0.021,64.73,35.27
0.661,0.031,64.05,35.95
0.661,0.041,63.60,36.40
0.661,0.051,62.66,37.34
0.661,0.061,62.25,37.76
0.661,0.071,61.03,38.97
0.661,0.081,60.70,39.30
0.661,0.091,60.00,40.00
0.661,0.101,59.54,40.46
0.661,0.111,58.75,41.25
0.661,0.121,58.07,41.93
0.661,0.131,57.69,42.31
0.661,0.141,56.78,43.22
0.661,0.151,55.98,44.02
0.661,0.161,55.21,44.80
0.661,0.171,54.59,45.41
0.661,0.181,54.24,45.76
0.661,0.191,53.42,46.58
0.661,0.201,52.81,47.19
0.661,0.211,52.01,48.00
0.661,0.221,51.81,48.19
0.661,0.231,50.74,49.26
0.671,0.001,67.12,32.88
0.671,0.011,66.38,33.62
0.671,0.021,65.73,34.27
0.671,0.031,64.82,35.18
0.671,0.041,64.33,35.67
0.671,0.051,63.71,36.29
0.671,0.061,62.67,37.33
0.671,0.071,62.41,37.59
0.671,0.081,61.82,38.18
0.671,0.091,61.05,38.95
0.671,0.101,60.02,39.98
0.671,0.111,59.75,40.25
0.671,0.121,59.23,40.78
0.671,0.131,58.46,41.54
0.671,0.141,57.50,42.50
0.671,0.151,56.73,43.27
0.671,0.161,56.52,43.48
0.671,0.171,55.64,44.36
0.671,0.181,54.84,45.16
0.671,0.191,54.47,45.53
0.671,0.201,53.28,46.72
0.671,0.211,53.06,46.94
0.671,0.221,51.98,48.02
0.671,0.231,51.62,48.38
0.671,0.241,50.75,49.26
0.671,0.251,50.13,49.87
0.681,0.001,68.00,32.00
0.681,0.011,67.28,32.72
0.681,0.021,66.54,33.46
0.681,0.031,65.99,34.01
0.681,0.041,65.28,34.72
0.681,0.051,64.27,35.73
0.681,0.061,64.03,35.97
0.681,0.071,63.30,36.71
0.681,0.081,62.63,37.37
0.681,0.091,61.77,38.23
0.681,0.101,61.13,38.87
0.681,0.111,60.30,39.70
0.681,0.121,59.82,40.18
0.681,0.131,59.04,40.96
0.681,0.141,58.24,41.76
0.681,0.151,57.86,42.14
0.681,0.161,57.09,42.91
0.681,0.171,56.72,43.28
0.681,0.181,55.85,44.15
0.681,0.191,55.10,44.90
0.681,0.201,54.28,45.72
0.681,0.211,53.83,46.17
0.681,0.221,53.17,46.83
0.681,0.231,52.40,47.60
0.681,0.241,51.90,48.10
0.681,0.251,50.85,49.15
0.681,0.261,50.27,49.73
0.691,0.001,69.06,30.94
0.691,0.011,68.35,31.65
0.691,0.021,67.54,32.46
0.691,0.031,67.17,32.83
0.691,0.041,66.58,33.42
0.691,0.051,65.59,34.41
0.691,0.061,65.26,34.74
0.691,0.071,64.50,35.51
0.691,0.081,63.31,36.69
0.691,0.091,62.83,37.17
0.691,0.101,62.19,37.81
0.691,0.111,61.23,38.77
0.691,0.121,60.70,39.31
0.691,0.131,60.16,39.84
0.691,0.141,59.36,40.64
0.691,0.151,58.67,41.33
0.691,0.161,57.75,42.25
0.691,0.171,56.87,43.13
0.691,0.181,56.59,43.41
0.691,0.191,55.75,44.25
0.691,0.201,54.77,45.23
0.691,0.211,54.57,45.43
0.691,0.221,53.92,46.08
0.691,0.231,53.16,46.84
0.691,0.241,52.48,47.52
0.691,0.251,51.98,48.02
0.691,0.261,50.90,49.10
0.691,0.271,50.33,49.68
0.701,0.001,69.82,30.18
0.701,0.011,69.45,30.55
0.701,0.021,68.49,31.51
0.701,0.031,67.93,32.07
0.701,0.041,67.05,32.95
0.701,0.051,66.51,33.49
0.701,0.061,65.93,34.07
0.701,0.071,65.09,34.91
0.701,0.081,64.55,35.45
0.701,0.091,64.06,35.94
0.701,0.101,63.06,36.94
0.701,0.111,62.30,37.70
0.701,0.121,61.71,38.30
0.701,0.131,60.89,39.11
0.701,0.141,60.28,39.72
0.701,0.151,59.34,40.66
0.701,0.161,58.79,41.21
0.701,0.171,58.03,41.97
0.701,0.181,57.67,42.33
0.701,0.191,56.68,43.32
0.701,0.201,55.74,44.26
0.701,0.211,55.01,44.99
0.701,0.221,54.58,45.42
0.701,0.231,54.07,45.93
0.701,0.241,53.12,46.88
0.701,0.251,52.25,47.75
0.701,0.261,51.87,48.14
0.701,0.271,50.93,49.07
0.701,0.281,50.57,49.43
0.711,0.001,71.22,28.79
0.711,0.011,70.19,29.81
0.711,0.021,69.44,30.56
0.711,0.031,68.62,31.38
0.711,0.041,68.11,31.89
0.711,0.051,67.59,32.41
0.711,0.061,66.65,33.35
0.711,0.071,65.90,34.10
0.711,0.081,65.14,34.86
0.711,0.091,64.67,35.33
0.711,0.101,64.04,35.96
0.711,0.111,63.15,36.85
0.711,0.121,62.33,37.67
0.711,0.131,61.69,38.31
0.711,0.141,61.08,38.92
0.711,0.151,60.47,39.53
0.711,0.161,59.67,40.34
0.711,0.171,58.90,41.10
0.711,0.181,58.31,41.69
0.711,0.191,57.64,42.36
0.711,0.201,56.69,43.31
0.711,0.211,56.19,43.81
0.711,0.221,55.09,44.91
0.711,0.231,54.71,45.29
0.711,0.241,54.04,45.96
0.711,0.251,53.51,46.49
0.711,0.261,52.38,47.62
0.711,0.271,51.53,48.47
0.711,0.281,51.00,49.00
0.711,0.291,50.69,49.31
0.721,0.001,72.02,27.98
0.721,0.011,71.17,28.83
0.721,0.021,70.61,29.39
0.721,0.031,69.98,30.02
0.721,0.041,69.21,30.79
0.721,0.051,68.31,31.69
0.721,0.061,67.90,32.10
0.721,0.071,67.02,32.98
0.721,0.081,66.27,33.73
0.721,0.091,65.40,34.60
0.721,0.101,64.88,35.12
0.721,0.111,64.18,35.82
0.721,0.121,63.41,36.59
0.721,0.131,62.74,37.26
0.721,0.141,61.73,38.28
0.721,0.151,61.12,38.88
0.721,0.161,60.19,39.81
0.721,0.171,59.62,40.38
0.721,0.181,58.93,41.07
0.721,0.191,58.14,41.86
0.721,0.201,57.46,42.54
0.721,0.211,57.01,42.99
0.721,0.221,56.05,43.95
0.721,0.231,55.50,44.50
0.721,0.241,54.66,45.34
0.721,0.251,54.21,45.79
0.721,0.261,53.34,46.66
0.721,0.271,52.86,47.14
0.721,0.281,51.95,48.05
0.721,0.291,51.38,48.62
0.721,0.301,50.64,49.36
0.731,0.001,73.18,26.82
0.731,0.011,72.35,27.65
0.731,0.021,71.79,28.21
0.731,0.031,70.91,29.09
0.731,0.041,70.26,29.74
0.731,0.051,69.43,30.57
0.731,0.061,68.71,31.30
0.731,0.071,67.96,32.04
0.731,0.081,67.22,32.78
0.731,0.091,66.36,33.64
0.731,0.101,65.89,34.11
0.731,0.111,65.09,34.91
0.731,0.121,64.08,35.92
0.731,0.131,63.41,36.59
0.731,0.141,62.73,37.27
0.731,0.151,62.03,37.97
0.731,0.161,61.53,38.47
0.731,0.171,60.58,39.42
0.731,0.181,59.97,40.03
0.731,0.191,59.37,40.63
0.731,0.201,58.25,41.75
0.731,0.211,58.06,41.94
0.731,0.221,57.03,42.97
0.731,0.231,56.13,43.87
0.731,0.241,55.42,44.58
0.731,0.251,54.82,45.18
0.731,0.261,54.15,45.85
0.731,0.271,53.52,46.48
0.731,0.281,52.47,47.53
0.731,0.291,52.14,47.86
0.731,0.301,51.14,48.86
0.731,0.311,50.63,49.37
0.741,0.001,74.13,25.87
0.741,0.011,73.48,26.52
0.741,0.021,72.54,27.46
0.741,0.031,71.75,28.25
0.741,0.041,70.93,29.07
0.741,0.051,70.18,29.82
0.741,0.061,69.52,30.49
0.741,0.071,68.87,31.13
0.741,0.081,68.08,31.92
0.741,0.091,67.19,32.81
0.741,0.101,66.66,33.34
0.741,0.111,65.67,34.33
0.741,0.121,65.27,34.73
0.741,0.131,64.24,35.76
0.741,0.141,63.57,36.43
0.741,0.151,62.88,37.12
0.741,0.161,62.00,38.00
0.741,0.171,61.17,38.84
0.741,0.181,60.77,39.23
0.741,0.191,59.81,40.19
0.741,0.201,59.41,40.59
0.741,0.211,58.64,41.36
0.741,0.221,57.61,42.40
0.741,0.231,56.96,43.04
0.741,0.241,55.95,44.05
0.741,0.251,55.60,44.40
0.741,0.261,54.91,45.09
0.741,0.271,53.81,46.20
0.741,0.281,53.35,46.65
0.741,0.291,52.33,47.67
0.741,0.301,51.74,48.27
0.741,0.311,51.16,48.84
0.741,0.321,50.22,49.78
0.751,0.001,75.20,24.80
0.751,0.011,74.14,25.86
0.751,0.021,73.50,26.50
0.751,0.031,72.80,27.20
0.751,0.041,71.97,28.03
0.751,0.051,71.38,28.62
0.751,0.061,70.36,29.64
0.751,0.071,69.91,30.09
0.751,0.081,68.91,31.09
0.751,0.091,68.20,31.80
0.751,0.101,67.52,32.48
0.751,0.111,66.69,33.31
0.751,0.121,65.88,34.12
0.751,0.131,65.21,34.79
0.751,0.141,64.55,35.45
0.751,0.151,63.59,36.42
0.751,0.161,62.95,37.05
0.751,0.171,62.30,37.70
0.751,0.181,61.39,38.61
0.751,0.191,60.61,39.39
0.751,0.201,60.14,39.87
0.751,0.211,58.99,41.01
0.751,0.221,58.60,41.40
0.751,0.231,57.73,42.27
0.751,0.241,56.96,43.04
0.751,0.251,56.02,43.98
0.751,0.261,55.40,44.60
0.751,0.271,54.52,45.48
0.751,0.281,53.94,46.06
0.751,0.291,53.33,46.67
0.751,0.301,52.38,47.62
0.751,0.311,51.40,48.60
0.751,0.321,51.00,49.01
0.751,0.331,50.52,49.48
0.761,0.001,76.05,23.95
0.761,0.011,75.03,24.97
0.761,0.021,74.34,25.66
0.761,0.031,73.71,26.29
0.761,0.041,72.91,27.09
0.761,0.051,72.33,27.67
0.761,0.061,71.62,28.38
0.761,0.071,70.65,29.35
0.761,0.081,70.04,29.96
0.761,0.091,69.04,30.96
0.761,0.101,68.14,31.86
0.761,0.111,67.76,32.24
0.761,0.121,66.82,33.18
0.761,0.131,66.18,33.82
0.761,0.141,65.59,34.42
0.761,0.151,64.69,35.31
0.761,0.161,63.79,36.21
0.761,0.171,63.02,36.98
0.761,0.181,62.59,37.41
0.761,0.191,61.60,38.40
0.761,0.201,60.51,39.49
0.761,0.211,59.86,40.14
0.761,0.221,59.26,40.74
0.761,0.231,58.69,41.31
0.761,0.241,57.68,42.32
0.761,0.251,57.03,42.97
0.761,0.261,55.96,44.04
0.761,0.271,55.31,44.69
0.761,0.281,54.57,45.43
0.761,0.291,53.69,46.32
0.761,0.301,53.03,46.97
0.761,0.311,52.25,47.75
0.761,0.321,51.76,48.24
0.761,0.331,50.93,49.07
0.771,0.001,77.07,22.93
0.771,0.011,76.08,23.92
0.771,0.021,75.79,24.21
0.771,0.031,74.56,25.44
0.771,0.041,73.96,26.04
0.771,0.051,73.43,26.57
0.771,0.061,72.51,27.49
0.771,0.071,71.56,28.44
0.771,0.081,70.81,29.19
0.771,0.091,70.37,29.63
0.771,0.101,69.03,30.97
0.771,0.111,68.73,31.27
0.771,0.121,67.61,32.39
0.771,0.131,66.93,33.07
0.771,0.141,66.12,33.88
0.771,0.151,65.38,34.62
0.771,0.161,64.60,35.41
0.771,0.171,63.85,36.15
0.771,0.181,63.19,36.82
0.771,0.191,62.19,37.81
0.771,0.201,61.41,38.59
0.771,0.211,60.76,39.24
0.771,0.221,60.16,39.84
0.771,0.231,59.17,40.83
0.771,0.241,58.56,41.44
0.771,0.251,57.77,42.23
0.771,0.261,57.01,43.00
0.771,0.271,56.48,43.52
0.771,0.281,55.62,44.38
0.771,0.291,54.58,45.42
0.771,0.301,53.98,46.02
0.771,0.311,53.13,46.87
0.771,0.321,52.08,47.92
0.771,0.331,51.77,48.23
0.771,0.341,50.84,49.16
0.771,0.351,50.18,49.82
0.781,0.001,77.80,22.20
0.781,0.011,77.48,22.52
0.781,0.021,76.32,23.68
0.781,0.031,75.56,24.44
0.781,0.041,74.90,25.10
0.781,0.051,74.00,26.00
0.781,0.061,73.20,26.80
0.781,0.071,72.73,27.27
0.781,0.081,71.81,28.19
0.781,0.091,70.98,29.02
0.781,0.101,70.17,29.83
0.781,0.111,69.52,30.48
0.781,0.121,68.76,31.24
0.781,0.131,67.94,32.06
0.781,0.141,67.21,32.79
0.781,0.151,66.32,33.68
0.781,0.161,65.41,34.59
0.781,0.171,64.91,35.09
0.781,0.181,63.76,36.24
0.781,0.191,63.21,36.79
0.781,0.201,62.45,37.55
0.781,0.211,61.79,38.21
0.781,0.221,61.04,38.96
0.781,0.231,59.99,40.01
0.781,0.241,59.45,40.55
0.781,0.251,58.48,41.52
0.781,0.261,57.94,42.06
0.781,0.271,57.14,42.86
0.781,0.281,55.97,44.04
0.781,0.291,55.43,44.57
0.781,0.301,54.77,45.23
0.781,0.311,53.63,46.37
0.781,0.321,53.04,46.96
0.781,0.331,52.06,47.94
0.781,0.341,51.56,48.45
0.781,0.351,50.86,49.15
0.791,0.001,78.83,21.17
0.791,0.011,78.27,21.73
0.791,0.021,77.48,22.52
0.791,0.031,76.52,23.48
0.791,0.041,75.99,24.01
0.791,0.051,75.06,24.94
0.791,0.061,74.23,25.77
0.791,0.071,73.66,26.34
0.791,0.081,72.77,27.23
0.791,0.091,71.68,28.32
0.791,0.101,71.23,28.77
0.791,0.111,70.34,29.66
0.791,0.121,69.38,30.62
0.791,0.131,68.65,31.35
0.791,0.141,67.98,32.02
0.791,0.151,67.03,32.97
0.791,0.161,66.53,33.47
0.791,0.171,65.58,34.42
0.791,0.181,65.06,34.94
0.791,0.191,63.97,36.03
0.791,0.201,62.95,37.05
0.791,0.211,62.35,37.65
0.791,0.221,61.67,38.33
0.791,0.231,60.84,39.16
0.791,0.241,59.77,40.23
0.791,0.251,59.16,40.85
0.791,0.261,58.42,41.58
0.791,0.271,57.56,42.45
0.791,0.281,56.73,43.27
0.791,0.291,55.92,44.08
0.791,0.301,55.40,44.60
0.791,0.311,54.76,45.24
0.791,0.321,53.59,46.41
0.791,0.331,52.98,47.02
0.791,0.341,52.26,47.74
0.791,0.351,51.43,48.57
0.791,0.361,50.74,49.26
0.801,0.001,79.99,20.02
0.801,0.011,79.30,20.70
0.801,0.021,78.64,21.36
0.801,0.031,77.82,22.18
0.801,0.041,76.77,23.23
0.801,0.051,75.99,24.01
0.801,0.061,75.13,24.87
0.801,0.071,74.58,25.42
0.801,0.081,73.60,26.40
0.801,0.091,73.00,27.00
0.801,0.101,71.94,28.06
0.801,0.111,71.26,28.74
0.801,0.121,70.46,29.54
0.801,0.131,69.53,30.47
0.801,0.141,68.88,31.12
0.801,0.151,68.22,31.78
0.801,0.161,67.30,32.70
0.801,0.171,66.36,33.64
0.801,0.181,65.59,34.41
0.801,0.191,64.84,35.17
0.801,0.201,64.07,35.94
0.801,0.211,63.30,36.70
0.801,0.221,62.31,37.69
0.801,0.231,61.80,38.21
0.801,0.241,60.93,39.07
0.801,0.251,60.24,39.76
0.801,0.261,59.12,40.88
0.801,0.271,58.43,41.57
0.801,0.281,57.30,42.70
0.801,0.291,56.82,43.18
0.801,0.301,55.93,44.07
0.801,0.311,55.28,44.72
0.801,0.321,54.38,45.62
0.801,0.331,53.68,46.32
0.801,0.341,52.49,47.51
0.801,0.351,52.00,48.00
0.801,0.361,51.18,48.82
0.801,0.371,50.34,49.66
0.811,0.001,80.87,19.13
0.811,0.011,80.17,19.83
0.811,0.021,79.22,20.78
0.811,0.031,78.37,21.63
0.811,0.041,77.87,22.13
0.811,0.051,76.85,23.15
0.811,0.061,76.29,23.71
0.811,0.071,75.28,24.72
0.811,0.081,74.54,25.46
0.811,0.091,73.58,26.42
0.811,0.101,72.82,27.18
0.811,0.111,72.27,27.73
0.811,0.121,71.35,28.66
0.811,0.131,70.35,29.65
0.811,0.141,69.72,30.28
0.811,0.151,69.14,30.86
0.811,0.161,67.86,32.14
0.811,0.171,67.48,32.52
0.811,0.181,66.38,33.62
0.811,0.191,65.59,34.41
0.811,0.201,64.66,35.34
0.811,0.211,63.87,36.13
0.811,0.221,63.36,36.64
0.811,0.231,62.29,37.71
0.811,0.241,61.80,38.20
0.811,0.251,60.64,39.36
0.811,0.261,59.87,40.13
0.811,0.271,59.51,40.50
0.811,0.281,58.08,41.92
0.811,0.291,57.57,42.44
0.811,0.301,56.51,43.49
0.811,0.311,55.97,44.03
0.811,0.321,54.96,45.05
0.811,0.331,54.37,45.63
0.811,0.341,53.55,46.45
0.811,0.351,52.83,47.17
0.811,0.361,51.80,48.20
0.811,0.371,50.97,49.03
0.811,0.381,50.48,49.52
0.821,0.001,82.39,17.61
0.821,0.011,81.12,18.88
0.821,0.021,80.31,19.69
0.821,0.031,79.61,20.39
0.821,0.041,78.76,21.24
0.821,0.051,78.13,21.87
0.821,0.061,77.10,22.90
0.821,0.071,76.18,23.82
0.821,0.081,75.66,24.34
0.821,0.091,74.64,25.36
0.821,0.101,73.50,26.50
0.821,0.111,73.24,26.76
0.821,0.121,72.13,27.87
0.821,0.131,71.33,28.67
0.821,0.141,70.39,29.62
0.821,0.151,69.62,30.38
0.821,0.161,68.83,31.17
0.821,0.171,68.00,32.01
0.821,0.181,67.40,32.61
0.821,0.191,66.44,33.56
0.821,0.201,65.61,34.39
0.821,0.211,64.87,35.13
0.821,0.221,63.92,36.08
0.821,0.231,63.08,36.92
0.821,0.241,62.09,37.92
0.821,0.251,61.73,38.27
0.821,0.261,60.67,39.33
0.821,0.271,60.28,39.72
0.821,0.281,58.83,41.17
0.821,0.291,57.88,42.12
0.821,0.301,57.29,42.71
0.821,0.311,56.46,43.54
0.821,0.321,55.61,44.39
0.821,0.331,54.85,45.16
0.821,0.341,54.00,46.00
0.821,0.351,53.29,46.71
0.821,0.361,52.35,47.65
0.821,0.371,51.94,48.07
0.821,0.381,50.87,49.13
0.831,0.001,83.05,16.95
0.831,0.011,82.04,17.97
0.831,0.021,81.27,18.73
0.831,0.031,80.17,19.83
0.831,0.041,79.52,20.48
0.831,0.051,78.93,21.07
0.831,0.061,78.00,22.00
0.831,0.071,77.20,22.80
0.831,0.081,76.54,23.46
0.831,0.091,75.64,24.36
0.831,0.101,74.87,25.13
0.831,0.111,73.72,26.28
0.831,0.121,73.11,26.89
0.831,0.131,72.09,27.91
0.831,0.141,71.36,28.64
0.831,0.151,70.46,29.54
0.831,0.161,69.83,30.17
0.831,0.171,68.66,31.34
0.831,0.181,67.94,32.06
0.831,0.191,67.08,32.92
0.831,0.201,66.27,33.73
0.831,0.211,65.32,34.68
0.831,0.221,64.60,35.40
0.831,0.231,63.87,36.13
0.831,0.241,62.83,37.17
0.831,0.251,62.64,37.36
0.831,0.261,61.67,38.34
0.831,0.271,60.40,39.60
0.831,0.281,59.60,40.40
0.831,0.291,58.97,41.03
0.831,0.301,57.97,42.03
0.831,0.311,57.27,42.74
0.831,0.321,56.62,43.38
0.831,0.331,55.45,44.55
0.831,0.341,54.50,45.50
0.831,0.351,54.02,45.98
0.831,0.361,53.09,46.91
0.831,0.371,52.17,47.83
0.831,0.381,51.41,48.59
0.831,0.391,50.83,49.17
0.841,0.001,84.07,15.93
0.841,0.011,83.33,16.67
0.841,0.021,82.44,17.56
0.841,0.031,81.54,18.46
0.841,0.041,80.58,19.42
0.841,0.051,79.80,20.20
0.841,0.061,79.08,20.92
0.841,0.071,78.24,21.76
0.841,0.081,77.42,22.58
0.841,0.091,76.28,23.72
0.841,0.101,75.69,24.31
0.841,0.111,74.46,25.54
0.841,0.121,74.03,25.98
0.841,0.131,73.21,26.79
0.841,0.141,71.95,28.05
0.841,0.151,71.22,28.78
0.841,0.161,70.63,29.37
0.841,0.171,69.79,30.21
0.841,0.181,68.89,31.11
0.841,0.191,68.22,31.78
0.841,0.201,67.15,32.85
0.841,0.211,66.40,33.60
0.841,0.221,65.78,34.22
0.841,0.231,64.64,35.36
0.841,0.241,63.90,36.10
0.841,0.251,62.70,37.30
0.841,0.261,61.79,38.21
0.841,0.271,61.37,38.63
0.841,0.281,60.10,39.90
0.841,0.291,59.80,40.20
0.841,0.301,58.73,41.27
0.841,0.311,57.85,42.16
0.841,0.321,56.87,43.13
0.841,0.331,56.30,43.70
0.841,0.341,55.38,44.62
0.841,0.351,54.42,45.58
0.841,0.361,53.69,46.31
0.841,0.371,53.03,46.97
0.841,0.381,52.22,47.78
0.841,0.391,51.32,48.68
0.841,0.401,50.58,49.42
0.851,0.001,84.92,15.08
0.851,0.011,84.04,15.96
0.851,0.021,83.22,16.78
0.851,0.031,82.60,17.40
0.851,0.041,81.84,18.16
0.851,0.051,80.86,19.14
0.851,0.061,79.98,20.02
0.851,0.071,78.90,21.10
0.851,0.081,78.14,21.86
0.851,0.091,77.49,22.52
0.851,0.101,76.52,23.48
0.851,0.111,75.78,24.22
0.851,0.121,74.67,25.33
0.851,0.131,73.91,26.09
0.851,0.141,72.88,27.12
0.851,0.151,72.11,27.90
0.851,0.161,71.56,28.45
0.851,0.171,70.50,29.50
0.851,0.181,69.69,30.31
0.851,0.191,69.06,30.94
0.851,0.201,67.97,32.03
0.851,0.211,67.03,32.97
0.851,0.221,66.22,33.78
0.851,0.231,65.86,34.15
0.851,0.241,64.77,35.23
0.851,0.251,63.93,36.07
0.851,0.261,62.79,37.21
0.851,0.271,62.19,37.82
0.851,0.281,61.09,38.91
0.851,0.291,60.22,39.78
0.851,0.301,59.44,40.56
0.851,0.311,58.78,41.22
0.851,0.321,57.71,42.29
0.851,0.331,57.01,42.99
